breed,product_name,product_type,pillar,all_pillars,sub_category,category,price,has_image,in_products_master,visible_on_frontend
all,Dachshund · Breed Trail Guide · Adventure Companion,,go,go,dachshund-special,go_accessories,499,YES,NO,YES
all,French Bulldog · Breed Adventure Bandana · Travel Identity,,go,go,french-bulldog-special,go_accessories,399,YES,NO,YES
all,French Bulldog · Breed Travel Tag · Safety Essential,,go,go,french-bulldog-special,go_accessories,299,YES,NO,YES
all,French Bulldog · Breed Trail Guide · Adventure Companion,,go,go,french-bulldog-special,go_accessories,499,YES,NO,YES
all,Indie · Breed Adventure Bandana · Travel Identity,,go,go,indie-special,go_accessories,399,YES,NO,YES
all,Indie · Breed Travel Tag · Safety Essential,,go,go,indie-special,go_accessories,299,YES,NO,YES
all,Indie · Breed Trail Guide · Adventure Companion,,go,go,indie-special,go_accessories,499,YES,NO,YES
all,Great Dane · Breed Adventure Bandana · Travel Identity,,go,go,great-dane-special,go_accessories,399,YES,NO,YES
all,Great Dane · Breed Travel Tag · Safety Essential,,go,go,great-dane-special,go_accessories,299,YES,NO,YES
all,Great Dane · Breed Trail Guide · Adventure Companion,,go,go,great-dane-special,go_accessories,499,YES,NO,YES
all,Dalmatian · Breed Adventure Bandana · Travel Identity,,go,go,dalmatian-special,go_accessories,399,NO,NO,NO
all,Dalmatian · Breed Travel Tag · Safety Essential,,go,go,dalmatian-special,go_accessories,299,NO,NO,NO
all,Dalmatian · Breed Trail Guide · Adventure Companion,,go,go,dalmatian-special,go_accessories,499,NO,NO,NO
all,Chihuahua · Breed Adventure Bandana · Travel Identity,,go,go,chihuahua-special,go_accessories,399,NO,NO,NO
all,Chihuahua · Breed Travel Tag · Safety Essential,,go,go,chihuahua-special,go_accessories,299,NO,NO,NO
all,Chihuahua · Breed Trail Guide · Adventure Companion,,go,go,chihuahua-special,go_accessories,499,NO,NO,NO
all,Pomeranian · Breed Adventure Bandana · Travel Identity,,go,go,pomeranian-special,go_accessories,399,NO,NO,NO
all,Pomeranian · Breed Travel Tag · Safety Essential,,go,go,pomeranian-special,go_accessories,299,NO,NO,NO
all,Pomeranian · Breed Trail Guide · Adventure Companion,,go,go,pomeranian-special,go_accessories,499,NO,NO,NO
all,Border Collie · Breed Adventure Bandana · Travel Identity,,go,go,border-collie-special,go_accessories,399,NO,NO,NO
all,Border Collie · Breed Travel Tag · Safety Essential,,go,go,border-collie-special,go_accessories,299,NO,NO,NO
all,Border Collie · Breed Trail Guide · Adventure Companion,,go,go,border-collie-special,go_accessories,499,NO,NO,NO
all,Bulldog · Breed Adventure Bandana · Travel Identity,,go,go,bulldog-special,go_accessories,399,NO,NO,NO
all,Bulldog · Breed Travel Tag · Safety Essential,,go,go,bulldog-special,go_accessories,299,NO,NO,NO
all,Bulldog · Breed Trail Guide · Adventure Companion,,go,go,bulldog-special,go_accessories,499,NO,NO,NO
all,Maltese · Breed Adventure Bandana · Travel Identity,,go,go,maltese-special,go_accessories,399,NO,NO,NO
all,Maltese · Breed Travel Tag · Safety Essential,,go,go,maltese-special,go_accessories,299,NO,NO,NO
all,Maltese · Breed Trail Guide · Adventure Companion,,go,go,maltese-special,go_accessories,499,NO,NO,NO
all,Yorkshire Terrier · Breed Adventure Bandana · Travel Identity,,go,go,yorkshire-terrier-special,go_accessories,399,NO,NO,NO
all,Yorkshire Terrier · Breed Travel Tag · Safety Essential,,go,go,yorkshire-terrier-special,go_accessories,299,NO,NO,NO
all,Yorkshire Terrier · Breed Trail Guide · Adventure Companion,,go,go,yorkshire-terrier-special,go_accessories,499,NO,NO,NO
all,Akita · Breed Adventure Bandana · Travel Identity,,go,go,akita-special,go_accessories,399,NO,NO,NO
all,Akita · Breed Travel Tag · Safety Essential,,go,go,akita-special,go_accessories,299,NO,NO,NO
all,Akita · Breed Trail Guide · Adventure Companion,,go,go,akita-special,go_accessories,499,NO,NO,NO
all,Saint Bernard · Breed Adventure Bandana · Travel Identity,,go,go,saint-bernard-special,go_accessories,399,NO,NO,NO
all,Saint Bernard · Breed Travel Tag · Safety Essential,,go,go,saint-bernard-special,go_accessories,299,NO,NO,NO
all,Saint Bernard · Breed Trail Guide · Adventure Companion,,go,go,saint-bernard-special,go_accessories,499,NO,NO,NO
all,Lhasa Apso · Breed Adventure Bandana · Travel Identity,,go,go,lhasa-apso-special,go_accessories,399,NO,NO,NO
all,Lhasa Apso · Breed Travel Tag · Safety Essential,,go,go,lhasa-apso-special,go_accessories,299,NO,NO,NO
all,Lhasa Apso · Breed Trail Guide · Adventure Companion,,go,go,lhasa-apso-special,go_accessories,499,NO,NO,NO
all,Bichon Frise · Breed Adventure Bandana · Travel Identity,,go,go,bichon-frise-special,go_accessories,399,NO,NO,NO
all,Bichon Frise · Breed Travel Tag · Safety Essential,,go,go,bichon-frise-special,go_accessories,299,NO,NO,NO
all,Bichon Frise · Breed Trail Guide · Adventure Companion,,go,go,bichon-frise-special,go_accessories,499,NO,NO,NO
all,Corgi · Breed Adventure Bandana · Travel Identity,,go,go,corgi-special,go_accessories,399,NO,NO,NO
all,Corgi · Breed Travel Tag · Safety Essential,,go,go,corgi-special,go_accessories,299,NO,NO,NO
all,Corgi · Breed Trail Guide · Adventure Companion,,go,go,corgi-special,go_accessories,499,NO,NO,NO
all,Samoyed · Breed Adventure Bandana · Travel Identity,,go,go,samoyed-special,go_accessories,399,NO,NO,NO
all,Samoyed · Breed Travel Tag · Safety Essential,,go,go,samoyed-special,go_accessories,299,NO,NO,NO
all,Samoyed · Breed Trail Guide · Adventure Companion,,go,go,samoyed-special,go_accessories,499,NO,NO,NO
all,Vizsla · Breed Adventure Bandana · Travel Identity,,go,go,vizsla-special,go_accessories,399,NO,NO,NO
all,Vizsla · Breed Travel Tag · Safety Essential,,go,go,vizsla-special,go_accessories,299,NO,NO,NO
all,Vizsla · Breed Trail Guide · Adventure Companion,,go,go,vizsla-special,go_accessories,499,NO,NO,NO
all,Weimaraner · Breed Adventure Bandana · Travel Identity,,go,go,weimaraner-special,go_accessories,399,NO,NO,NO
all,Weimaraner · Breed Travel Tag · Safety Essential,,go,go,weimaraner-special,go_accessories,299,NO,NO,NO
all,Weimaraner · Breed Trail Guide · Adventure Companion,,go,go,weimaraner-special,go_accessories,499,NO,NO,NO
all,Basenji · Breed Adventure Bandana · Travel Identity,,go,go,basenji-special,go_accessories,399,NO,NO,NO
all,Basenji · Breed Travel Tag · Safety Essential,,go,go,basenji-special,go_accessories,299,NO,NO,NO
all,Basenji · Breed Trail Guide · Adventure Companion,,go,go,basenji-special,go_accessories,499,NO,NO,NO
all,Alaskan Malamute · Breed Adventure Bandana · Travel Identity,,go,go,alaskan-malamute-special,go_accessories,399,NO,NO,NO
all,Alaskan Malamute · Breed Travel Tag · Safety Essential,,go,go,alaskan-malamute-special,go_accessories,299,NO,NO,NO
all,Alaskan Malamute · Breed Trail Guide · Adventure Companion,,go,go,alaskan-malamute-special,go_accessories,499,NO,NO,NO
all,Golden Retriever · Breed Play Bandana · Play Identity,,play,play,golden-retriever-special,play_accessories,399,YES,NO,YES
all,Golden Retriever · Breed Playdate Card · Social Identity,,play,play,golden-retriever-special,play_accessories,299,YES,NO,YES
all,Golden Retriever · Breed Activity Print · Soul Expression,,play,celebrate|play,golden-retriever-special,play_accessories,899,YES,NO,YES
all,Labrador · Breed Play Bandana · Play Identity,,play,play,labrador-special,play_accessories,399,YES,NO,YES
all,Labrador · Breed Playdate Card · Social Identity,,play,play,labrador-special,play_accessories,299,YES,NO,YES
all,Labrador · Breed Activity Print · Soul Expression,,play,celebrate|play,labrador-special,play_accessories,899,YES,NO,YES
all,German Shepherd · Breed Play Bandana · Play Identity,,play,play,german-shepherd-special,play_accessories,399,YES,NO,YES
all,German Shepherd · Breed Playdate Card · Social Identity,,play,play,german-shepherd-special,play_accessories,299,YES,NO,YES
all,German Shepherd · Breed Activity Print · Soul Expression,,play,celebrate|play,german-shepherd-special,play_accessories,899,YES,NO,YES
all,Beagle · Breed Play Bandana · Play Identity,,play,play,beagle-special,play_accessories,399,YES,NO,YES
all,Beagle · Breed Playdate Card · Social Identity,,play,play,beagle-special,play_accessories,299,YES,NO,YES
all,Beagle · Breed Activity Print · Soul Expression,,play,celebrate|play,beagle-special,play_accessories,899,YES,NO,YES
all,Shih Tzu · Breed Play Bandana · Play Identity,,play,play,shih-tzu-special,play_accessories,399,YES,NO,YES
all,Shih Tzu · Breed Playdate Card · Social Identity,,play,play,shih-tzu-special,play_accessories,299,YES,NO,YES
all,Shih Tzu · Breed Activity Print · Soul Expression,,play,celebrate|play,shih-tzu-special,play_accessories,899,YES,NO,YES
all,Pug · Breed Play Bandana · Play Identity,,play,play,pug-special,play_accessories,399,YES,NO,YES
all,Pug · Breed Playdate Card · Social Identity,,play,play,pug-special,play_accessories,299,YES,NO,YES
all,Pug · Breed Activity Print · Soul Expression,,play,celebrate|play,pug-special,play_accessories,899,YES,NO,YES
all,Rottweiler · Breed Play Bandana · Play Identity,,play,play,rottweiler-special,play_accessories,399,YES,NO,YES
all,Rottweiler · Breed Playdate Card · Social Identity,,play,play,rottweiler-special,play_accessories,299,YES,NO,YES
all,Rottweiler · Breed Activity Print · Soul Expression,,play,celebrate|play,rottweiler-special,play_accessories,899,YES,NO,YES
all,Doberman · Breed Play Bandana · Play Identity,,play,play,doberman-special,play_accessories,399,YES,NO,YES
all,Doberman · Breed Playdate Card · Social Identity,,play,play,doberman-special,play_accessories,299,YES,NO,YES
all,Doberman · Breed Activity Print · Soul Expression,,play,celebrate|play,doberman-special,play_accessories,899,YES,NO,YES
all,Husky · Breed Play Bandana · Play Identity,,play,play,husky-special,play_accessories,399,YES,NO,YES
all,Husky · Breed Playdate Card · Social Identity,,play,play,husky-special,play_accessories,299,YES,NO,YES
all,Husky · Breed Activity Print · Soul Expression,,play,celebrate|play,husky-special,play_accessories,899,YES,NO,YES
all,Cocker Spaniel · Breed Play Bandana · Play Identity,,play,play,cocker-spaniel-special,play_accessories,399,YES,NO,YES
all,Cocker Spaniel · Breed Playdate Card · Social Identity,,play,play,cocker-spaniel-special,play_accessories,299,YES,NO,YES
all,Cocker Spaniel · Breed Activity Print · Soul Expression,,play,celebrate|play,cocker-spaniel-special,play_accessories,899,YES,NO,YES
all,Boxer · Breed Play Bandana · Play Identity,,play,play,boxer-special,play_accessories,399,YES,NO,YES
all,Boxer · Breed Playdate Card · Social Identity,,play,play,boxer-special,play_accessories,299,YES,NO,YES
all,Boxer · Breed Activity Print · Soul Expression,,play,celebrate|play,boxer-special,play_accessories,899,YES,NO,YES
all,Poodle · Breed Play Bandana · Play Identity,,play,play,poodle-special,play_accessories,399,YES,NO,YES
all,Poodle · Breed Playdate Card · Social Identity,,play,play,poodle-special,play_accessories,299,YES,NO,YES
all,Poodle · Breed Activity Print · Soul Expression,,play,celebrate|play,poodle-special,play_accessories,899,YES,NO,YES
all,Dachshund · Breed Play Bandana · Play Identity,,play,play,dachshund-special,play_accessories,399,YES,NO,YES
all,Dachshund · Breed Playdate Card · Social Identity,,play,play,dachshund-special,play_accessories,299,YES,NO,YES
all,Dachshund · Breed Activity Print · Soul Expression,,play,celebrate|play,dachshund-special,play_accessories,899,YES,NO,YES
all,French Bulldog · Breed Play Bandana · Play Identity,,play,play,french-bulldog-special,play_accessories,399,YES,NO,YES
all,French Bulldog · Breed Playdate Card · Social Identity,,play,play,french-bulldog-special,play_accessories,299,YES,NO,YES
all,French Bulldog · Breed Activity Print · Soul Expression,,play,celebrate|play,french-bulldog-special,play_accessories,899,YES,NO,YES
all,Indie · Breed Play Bandana · Play Identity,,play,play,indie-special,play_accessories,399,YES,NO,YES
all,Indie · Breed Playdate Card · Social Identity,,play,play,indie-special,play_accessories,299,YES,NO,YES
all,Indie · Breed Activity Print · Soul Expression,,play,celebrate|play,indie-special,play_accessories,899,YES,NO,YES
all,Great Dane · Breed Play Bandana · Play Identity,,play,play,great-dane-special,play_accessories,399,YES,NO,YES
all,Great Dane · Breed Playdate Card · Social Identity,,play,play,great-dane-special,play_accessories,299,YES,NO,YES
all,Great Dane · Breed Activity Print · Soul Expression,,play,celebrate|play,great-dane-special,play_accessories,899,NO,NO,NO
all,Dalmatian · Breed Play Bandana · Play Identity,,play,play,dalmatian-special,play_accessories,399,NO,NO,NO
all,Dalmatian · Breed Playdate Card · Social Identity,,play,play,dalmatian-special,play_accessories,299,NO,NO,NO
all,Dalmatian · Breed Activity Print · Soul Expression,,play,celebrate|play,dalmatian-special,play_accessories,899,NO,NO,NO
all,Chihuahua · Breed Play Bandana · Play Identity,,play,play,chihuahua-special,play_accessories,399,NO,NO,NO
all,Chihuahua · Breed Playdate Card · Social Identity,,play,play,chihuahua-special,play_accessories,299,NO,NO,NO
all,Chihuahua · Breed Activity Print · Soul Expression,,play,celebrate|play,chihuahua-special,play_accessories,899,NO,NO,NO
all,Pomeranian · Breed Play Bandana · Play Identity,,play,play,pomeranian-special,play_accessories,399,NO,NO,NO
all,Pomeranian · Breed Playdate Card · Social Identity,,play,play,pomeranian-special,play_accessories,299,NO,NO,NO
all,Pomeranian · Breed Activity Print · Soul Expression,,play,celebrate|play,pomeranian-special,play_accessories,899,NO,NO,NO
all,Border Collie · Breed Play Bandana · Play Identity,,play,play,border-collie-special,play_accessories,399,NO,NO,NO
all,Border Collie · Breed Playdate Card · Social Identity,,play,play,border-collie-special,play_accessories,299,NO,NO,NO
all,Border Collie · Breed Activity Print · Soul Expression,,play,celebrate|play,border-collie-special,play_accessories,899,NO,NO,NO
all,Bulldog · Breed Play Bandana · Play Identity,,play,play,bulldog-special,play_accessories,399,NO,NO,NO
all,Bulldog · Breed Playdate Card · Social Identity,,play,play,bulldog-special,play_accessories,299,NO,NO,NO
all,Bulldog · Breed Activity Print · Soul Expression,,play,celebrate|play,bulldog-special,play_accessories,899,NO,NO,NO
all,Maltese · Breed Play Bandana · Play Identity,,play,play,maltese-special,play_accessories,399,NO,NO,NO
all,Maltese · Breed Playdate Card · Social Identity,,play,play,maltese-special,play_accessories,299,NO,NO,NO
all,Maltese · Breed Activity Print · Soul Expression,,play,celebrate|play,maltese-special,play_accessories,899,NO,NO,NO
all,Yorkshire Terrier · Breed Play Bandana · Play Identity,,play,play,yorkshire-terrier-special,play_accessories,399,NO,NO,NO
all,Yorkshire Terrier · Breed Playdate Card · Social Identity,,play,play,yorkshire-terrier-special,play_accessories,299,NO,NO,NO
all,Yorkshire Terrier · Breed Activity Print · Soul Expression,,play,celebrate|play,yorkshire-terrier-special,play_accessories,899,NO,NO,NO
all,Akita · Breed Play Bandana · Play Identity,,play,play,akita-special,play_accessories,399,NO,NO,NO
all,Akita · Breed Playdate Card · Social Identity,,play,play,akita-special,play_accessories,299,NO,NO,NO
all,Akita · Breed Activity Print · Soul Expression,,play,celebrate|play,akita-special,play_accessories,899,NO,NO,NO
all,Saint Bernard · Breed Play Bandana · Play Identity,,play,play,saint-bernard-special,play_accessories,399,NO,NO,NO
all,Saint Bernard · Breed Playdate Card · Social Identity,,play,play,saint-bernard-special,play_accessories,299,NO,NO,NO
all,Saint Bernard · Breed Activity Print · Soul Expression,,play,celebrate|play,saint-bernard-special,play_accessories,899,NO,NO,NO
all,Lhasa Apso · Breed Play Bandana · Play Identity,,play,play,lhasa-apso-special,play_accessories,399,NO,NO,NO
all,Lhasa Apso · Breed Playdate Card · Social Identity,,play,play,lhasa-apso-special,play_accessories,299,NO,NO,NO
all,Lhasa Apso · Breed Activity Print · Soul Expression,,play,celebrate|play,lhasa-apso-special,play_accessories,899,NO,NO,NO
all,Bichon Frise · Breed Play Bandana · Play Identity,,play,play,bichon-frise-special,play_accessories,399,NO,NO,NO
all,Bichon Frise · Breed Playdate Card · Social Identity,,play,play,bichon-frise-special,play_accessories,299,NO,NO,NO
all,Bichon Frise · Breed Activity Print · Soul Expression,,play,celebrate|play,bichon-frise-special,play_accessories,899,NO,NO,NO
all,Corgi · Breed Play Bandana · Play Identity,,play,play,corgi-special,play_accessories,399,NO,NO,NO
all,Corgi · Breed Playdate Card · Social Identity,,play,play,corgi-special,play_accessories,299,NO,NO,NO
all,Corgi · Breed Activity Print · Soul Expression,,play,celebrate|play,corgi-special,play_accessories,899,NO,NO,NO
all,Samoyed · Breed Play Bandana · Play Identity,,play,play,samoyed-special,play_accessories,399,NO,NO,NO
all,Samoyed · Breed Playdate Card · Social Identity,,play,play,samoyed-special,play_accessories,299,NO,NO,NO
all,Samoyed · Breed Activity Print · Soul Expression,,play,celebrate|play,samoyed-special,play_accessories,899,NO,NO,NO
all,Vizsla · Breed Play Bandana · Play Identity,,play,play,vizsla-special,play_accessories,399,NO,NO,NO
all,Vizsla · Breed Playdate Card · Social Identity,,play,play,vizsla-special,play_accessories,299,NO,NO,NO
all,Vizsla · Breed Activity Print · Soul Expression,,play,celebrate|play,vizsla-special,play_accessories,899,NO,NO,NO
all,Weimaraner · Breed Play Bandana · Play Identity,,play,play,weimaraner-special,play_accessories,399,NO,NO,NO
all,Weimaraner · Breed Playdate Card · Social Identity,,play,play,weimaraner-special,play_accessories,299,NO,NO,NO
all,Weimaraner · Breed Activity Print · Soul Expression,,play,celebrate|play,weimaraner-special,play_accessories,899,NO,NO,NO
all,Basenji · Breed Play Bandana · Play Identity,,play,play,basenji-special,play_accessories,399,NO,NO,NO
all,Basenji · Breed Playdate Card · Social Identity,,play,play,basenji-special,play_accessories,299,NO,NO,NO
all,Basenji · Breed Activity Print · Soul Expression,,play,celebrate|play,basenji-special,play_accessories,899,NO,NO,NO
all,Alaskan Malamute · Breed Play Bandana · Play Identity,,play,play,alaskan-malamute-special,play_accessories,399,NO,NO,NO
all,Alaskan Malamute · Breed Playdate Card · Social Identity,,play,play,alaskan-malamute-special,play_accessories,299,NO,NO,NO
all,Alaskan Malamute · Breed Activity Print · Soul Expression,,play,celebrate|play,alaskan-malamute-special,play_accessories,899,NO,NO,NO
all,Bulldog · Breed Keychain · Accessory,,shop,celebrate|shop,bulldog-special,accessories,199,NO,NO,NO
all,Maltese · Breed Keychain · Accessory,,shop,celebrate|shop,maltese-special,accessories,199,NO,NO,NO
all,Yorkshire Terrier · Breed Keychain · Accessory,,shop,celebrate|shop,yorkshire-terrier-special,accessories,199,NO,NO,NO
all,Akita · Breed Keychain · Accessory,,shop,celebrate|shop,akita-special,accessories,199,NO,NO,NO
all,Saint Bernard · Breed Keychain · Accessory,,shop,celebrate|shop,saint-bernard-special,accessories,199,NO,NO,NO
all,Lhasa Apso · Breed Keychain · Accessory,,shop,celebrate|shop,lhasa-apso-special,accessories,199,NO,NO,NO
all,Bichon Frise · Breed Keychain · Accessory,,shop,celebrate|shop,bichon-frise-special,accessories,199,NO,NO,NO
all,Corgi · Breed Keychain · Accessory,,shop,celebrate|shop,corgi-special,accessories,199,NO,NO,NO
all,Samoyed · Breed Keychain · Accessory,,shop,celebrate|shop,samoyed-special,accessories,199,NO,NO,NO
all,Vizsla · Breed Keychain · Accessory,,shop,celebrate|shop,vizsla-special,accessories,199,NO,NO,NO
all,Weimaraner · Breed Keychain · Accessory,,shop,celebrate|shop,weimaraner-special,accessories,199,NO,NO,NO
all,Basenji · Breed Keychain · Accessory,,shop,celebrate|shop,basenji-special,accessories,199,NO,NO,NO
all,Alaskan Malamute · Breed Keychain · Accessory,,shop,celebrate|shop,alaskan-malamute-special,accessories,199,NO,NO,NO
american_bully,American Bully ID Tag,collar_tag,care,emergency|play,,breed-collar_tags,349,YES,YES,YES
american_bully,American Bully Bath Towel,pet_towel,care,care,,breed-pet_towels,699,YES,YES,YES
american_bully,American Bully Drying Robe,pet_robe,care,care,,breed-pet_robes,899,YES,YES,YES
american_bully,American Bully Grooming Apron,grooming_apron,care,care,,breed-grooming_aprons,599,YES,YES,YES
american_bully,American Bully Bandana,bandana,celebrate,celebrate|play,,breed-bandanas,399,YES,YES,YES
american_bully,American Bully Lover Mug,mug,celebrate,celebrate|dine,,breed-mugs,499,YES,YES,YES
american_bully,American Bully Keychain,keychain,celebrate,celebrate|play,,breed-keychains,299,YES,YES,YES
american_bully,American Bully Portrait Frame,frame,celebrate,celebrate|farewell,,breed-frames,799,YES,YES,YES
american_bully,American Bully Tote Bag,tote_bag,celebrate,celebrate|go|play,,breed-tote_bags,699,YES,YES,YES
american_bully,American Bully Party Hat,party_hat,celebrate,celebrate,,breed-party_hats,199,YES,YES,YES
american_bully,American Bully Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
american_bully,American Bully Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
american_bully,American Bully Food Bowl,bowl,dine,dine,,breed-bowls,599,YES,YES,YES
american_bully,American Bully Treat Jar,treat_jar,dine,dine|learn,,breed-treat_jars,649,YES,YES,YES
american_bully,American Bully Emergency Info Card,emergency_card,emergency,emergency,,breed-emergency_cards,199,YES,YES,YES
american_bully,American Bully Medical Alert Tag,medical_alert_tag,emergency,emergency|play,,breed-medical_alert_tags,349,YES,YES,YES
american_bully,American Bully Memorial Ornament,memorial_ornament,farewell,farewell,,breed-memorial_ornaments,599,YES,YES,YES
american_bully,American Bully Paw Print Memorial Frame,paw_print_frame,farewell,farewell,,breed-paw_print_frames,999,YES,YES,YES
american_bully,American Bully Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
american_bully,American Bully Welcome Mat,welcome_mat,go,adopt|go,,breed-welcome_mats,1199,YES,YES,YES
american_bully,American Bully Cozy Blanket,blanket,go,care|go,,breed-blankets,999,YES,YES,YES
american_bully,American Bully Pet Passport Holder,passport_holder,go,go|paperwork,,breed-passport_holders,549,YES,YES,YES
american_bully,American Bully Carrier Tag,carrier_tag,go,go,,breed-carrier_tags,299,YES,YES,YES
american_bully,American Bully Travel Bowl,travel_bowl,go,dine|go,,breed-travel_bowls,449,YES,YES,YES
american_bully,American Bully Luggage Tag,luggage_tag,go,go,,breed-luggage_tags,249,YES,YES,YES
american_bully,American Bully Training Treat Pouch,treat_pouch,learn,learn|play,,breed-treat_pouchs,449,YES,YES,YES
american_bully,American Bully Training Journal,training_log,learn,learn,,breed-training_logs,399,YES,YES,YES
american_bully,American Bully Play Date Bandana,play_bandana,play,play,,breed-play_bandanas,349,YES,YES,YES
american_bully,American Bully Play Date Card,playdate_card,play,play,,breed-playdate_cards,149,YES,YES,YES
american_bully,American Bully Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
american_bully,American Bully Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
australian_shepherd,Australian Shepherd Birthday Cake Topper,cake_topper,,celebrate,,,599,YES,YES,YES
australian_shepherd,Australian Shepherd Pupcake Decoration Set,pupcake_set,,celebrate,,,449,YES,YES,YES
australian_shepherd,Australian Shepherd Birthday Card,birthday_card,,celebrate,,,199,YES,YES,YES
australian_shepherd,Australian Shepherd Party Banner,party_banner,,celebrate,,,399,YES,YES,YES
australian_shepherd,Australian Shepherd Party Favor Pack,return_gift_pack,,celebrate,,,499,YES,YES,YES
australian_shepherd,Australian Shepherd Feeding Mat,feeding_mat,,dine,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd Food Storage Container,food_container,,dine,,,899,YES,YES,YES
australian_shepherd,Australian Shepherd Dining Placemat,placemat,,dine,,,449,YES,YES,YES
australian_shepherd,Australian Shepherd Enrichment Lick Mat,lick_mat,,dine|play,,,549,YES,YES,YES
australian_shepherd,Australian Shepherd Cushion Cover,cushion_cover,,go,,,799,YES,YES,YES
australian_shepherd,Australian Shepherd Crate Mat,crate_mat,,go,,,999,YES,YES,YES
australian_shepherd,Australian Shepherd Room Sign,room_sign,,go,,,399,YES,YES,YES
australian_shepherd,Australian Shepherd Travel Organizer Pouch,travel_pouch,,go,,,799,YES,YES,YES
australian_shepherd,Australian Shepherd Car Seat Cover,car_seat_protector,,go,,,1499,YES,YES,YES
australian_shepherd,Australian Shepherd Grooming Kit Pouch,grooming_pouch,,care,,,599,YES,NO,YES
australian_shepherd,Australian Shepherd ID Tag,id_tag,,care|emergency,,,349,YES,NO,YES
australian_shepherd,Australian Shepherd Personalized Plush Toy,personalized_toy,,play,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd Mini-Me Plush,breed_plush,,play,,,899,YES,YES,YES
australian_shepherd,Australian Shepherd Rope Tug Toy,rope_toy,,play,,,449,YES,YES,YES
australian_shepherd,Australian Shepherd Snuffle Mat,enrichment_mat,,learn|play,,,799,YES,YES,YES
australian_shepherd,Australian Shepherd Fetch Toy Set,fetch_toy_set,,play,,,599,YES,YES,YES
australian_shepherd,Australian Shepherd Celebration Props Set,photo_props,,celebrate|play,,,499,YES,YES,YES
australian_shepherd,Australian Shepherd Walking Harness Set,walking_set,,play,,,1299,YES,YES,YES
australian_shepherd,Australian Shepherd Personalized Leash,personalized_lead,,play,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd Poop Bag Dispenser,poop_bag_holder,,play,,,399,YES,YES,YES
australian_shepherd,Australian Shepherd Outdoor Activity Toy,activity_toy,,play,,,549,YES,YES,YES
australian_shepherd,Australian Shepherd Training Starter Kit,training_kit,,learn,,,999,YES,YES,YES
australian_shepherd,Australian Shepherd Training Flashcards,learning_cards,,learn,,,449,YES,YES,YES
australian_shepherd,Australian Shepherd Pet Journal,pet_journal,,care|learn,,,599,YES,YES,YES
australian_shepherd,Australian Shepherd First Year Memory Book,milestone_book,,celebrate|learn,,,799,YES,YES,YES
australian_shepherd,Australian Shepherd Vaccine Record Folder,vaccine_folder,,care|paperwork,,,399,YES,YES,YES
australian_shepherd,Australian Shepherd Document Holder,document_holder,,paperwork,,,499,YES,YES,YES
australian_shepherd,Australian Shepherd Medical Record Binder,medical_file,,emergency|paperwork,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd Pet Profile Book,pet_profile_book,,emergency|paperwork,,,599,YES,YES,YES
australian_shepherd,Australian Shepherd Care Guide Book,care_guide,,advisory|learn,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd New Pet Starter Kit,starter_kit,,adopt|advisory,,,2499,YES,YES,YES
australian_shepherd,Australian Shepherd Care Checklist Poster,breed_checklist,,advisory,,,349,YES,YES,YES
australian_shepherd,Australian Shepherd First Aid Kit,first_aid_kit,,emergency,,,1299,YES,YES,YES
australian_shepherd,Australian Shepherd Pet Inside Car Sticker,car_sticker,,emergency|go,,,199,YES,YES,YES
australian_shepherd,Australian Shepherd Emergency Grab Pouch,emergency_pouch,,emergency|go,,,899,YES,YES,YES
australian_shepherd,Australian Shepherd Paw Print Keepsake Kit,paw_print_kit,,farewell,,,699,YES,YES,YES
australian_shepherd,Australian Shepherd Memorial Keepsake Box,keepsake_box,,farewell,,,1299,YES,YES,YES
australian_shepherd,Australian Shepherd Memorial Candle,memorial_candle,,farewell,,,499,YES,YES,YES
australian_shepherd,Australian Shepherd Remembrance Card Set,remembrance_card,,farewell,,,349,YES,YES,YES
australian_shepherd,Australian Shepherd Welcome Home Kit,welcome_kit,,adopt|celebrate,,,1999,YES,YES,YES
australian_shepherd,Australian Shepherd First Bed Set,first_bed,,adopt|go,,,1499,YES,YES,YES
australian_shepherd,Australian Shepherd Adoption Document Folder,adoption_folder,,adopt|paperwork,,,449,YES,YES,YES
basenji,Basenji Breed Grooming Guide,,care,care,basenji-care,care_accessories,399,NO,NO,NO
basenji,Basenji Breed Portrait Frame,,care,care,basenji-care,care_accessories,799,NO,NO,NO
basenji,Basenji Breed Wellness Kit,,care,care,basenji-care,care_accessories,1299,NO,NO,NO
basenji,Basenji Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
